puzzle_id,prompt_style,book_move,generated_move,topprob_move,book_move_rank,book_move_logprob,topprob_logprob,generated_move_logprob,margin_book_vs_top,book_move_in_top1,book_move_in_top3,book_move_in_top5,generated_equals_topprob
kIjcJ,teaching,a7a5,d2d1,e8e7,7,-21.84375,-13.0078125,-13.6796875,-8.8359375,False,False,False,False
vOyHq,teaching,f3e4,f4e3,f3e4,1,-22.5859375,-22.5859375,-24.09375,0.0,True,True,True,False
apctn,teaching,g7g6,b7b6,b7b6,3,-15.86328125,-12.802734375,-12.802734375,-3.060546875,False,True,True,True
5Zepl,teaching,e6e7,c1c8,e6e7,1,-16.234375,-16.234375,-20.5078125,0.0,True,True,True,False
gYZU2,teaching,a7b8,a7a6,a7a6,4,-31.0625,-19.0413818359375,-19.0413818359375,-12.0211181640625,False,False,True,True
yIzoA,teaching,d1d2,d6d7,d1d2,1,-9.990234375,-9.990234375,-19.0,0.0,True,True,True,False
U8IpH,teaching,a8h8,a7a8q,a8e8,3,-17.59375,-13.38018798828125,-32.34375,-4.21356201171875,False,True,True,False
ZHIgj,teaching,d7e7,h4h3,d7e7,1,-14.328125,-14.328125,-33.921875,0.0,True,True,True,False
E04eO,teaching,e1e2,f4f7,e1e2,1,-8.0810546875,-8.0810546875,-35.4296875,0.0,True,True,True,False
77KFr,teaching,b5c6,a5a4,a5a4,3,-22.82421875,-19.91015625,-19.91015625,-2.9140625,False,True,True,True
GKpUv,teaching,a8b8,b4b3,a8e8,4,-19.65625,-14.627685546875,-22.93359375,-5.028564453125,False,False,True,False
R2Ztu,teaching,g1f1,g4g5,d2d4,5,-21.875,-15.203125,-19.144912719726562,-6.671875,False,False,True,False
HbVvI,teaching,a1c1,a3a4,a3a4,2,-18.9442138671875,-18.538330078125,-18.538330078125,-0.4058837890625,False,True,True,True
Vpdi7,teaching,g3h4,a7a8q,f2f3,2,-24.09375,-19.8046875,-31.078125,-4.2890625,False,True,True,False
zDwOn,teaching,b3b4,a5a6,a5a6,2,-26.16986083984375,-19.3427734375,-19.3427734375,-6.82708740234375,False,True,True,True
4cNfD,teaching,d7d3,d1d2,d1d2,4,-13.703125,-7.90234375,-7.90234375,-5.80078125,False,False,True,True
wjcCS,teaching,f7e7,a7a6,g7g5,4,-28.4921875,-16.171875,-17.482421875,-12.3203125,False,False,True,False
v97Y0,teaching,d7c7,d7d4,d7d8,3,-12.8125,-11.2421875,-14.1171875,-1.5703125,False,True,True,False
Lc4KS,teaching,g4h4,b3b4,g4g5,2,-20.2578125,-19.28994369506836,-24.583984375,-0.9678688049316406,False,True,True,False
zIti8,teaching,a8c8,d8e8,d8d7,4,-15.109375,-9.9365234375,-14.21484375,-5.1728515625,False,False,True,False
Hc1jN,teaching,c8f8,b8b7,c8c7,5,-18.53125,-13.254638671875,-21.958984375,-5.276611328125,False,False,True,False
l5PeI,teaching,e6d7,e5d5,e5d5,3,-20.015625,-15.6796875,-15.6796875,-4.3359375,False,True,True,True
mQQu4,teaching,d5f5,d5d4,g8h8,5,-17.0,-12.001953125,-15.15478515625,-4.998046875,False,False,True,False
iXiDq,teaching,d4d5,d4d5,d4d5,1,-14.8193359375,-14.8193359375,-14.8193359375,0.0,True,True,True,True
2hEbU,teaching,e7f8,e7d6,e7e8,5,-13.55078125,-4.00390625,-12.60546875,-9.546875,False,False,True,False
vwqN0,teaching,a3a1,a4a3,a3e3,5,-27.3125,-22.921875,-24.703125,-4.390625,False,False,True,False
xADUV,teaching,f6b6,f6f3,g7g8,6,-30.21875,-20.515625,-35.6875,-9.703125,False,False,False,False
vprZK,teaching,e8e7,f5f2,e8d8,2,-12.203125,-12.053955078125,-35.34375,-0.149169921875,False,True,True,False
HdZlB,teaching,g4g2,g4g3,h7h6,7,-33.484375,-17.787109375,-29.984375,-15.697265625,False,False,False,False
CIW0X,teaching,b6b5,b7b6,b7b6,6,-26.5546875,-18.57421875,-18.57421875,-7.98046875,False,False,False,True
LSmFL,teaching,g6g7,g6g7,e4d4,6,-19.7958984375,-15.14453125,-19.7958984375,-4.6513671875,False,False,False,False
Sgwr0,teaching,e3h3,f6f5,e3a3,2,-19.8515625,-17.3515625,-26.65478515625,-2.5,False,True,True,False
Lphsj,teaching,b3b4,h1h4,h1g1,7,-26.85589599609375,-15.68450927734375,-19.484375,-11.17138671875,False,False,False,False
NT8FO,teaching,f5e5,d5d4,d5d4,2,-23.7734375,-16.099609375,-16.099609375,-7.673828125,False,True,True,True
utUIY,teaching,f8c5,f7f6,f8c5,1,-20.85546875,-20.85546875,-27.83203125,0.0,True,True,True,False
aevnG,teaching,b2c3,e6e7,e6e7,2,-17.66943359375,-13.654296875,-13.654296875,-4.01513671875,False,True,True,True
r255J,teaching,c4c1,f4f3,g8h8,4,-24.34765625,-16.263671875,-34.125,-8.083984375,False,False,True,False
CQDvs,teaching,b5b6,a6a7,a6a7,4,-24.078125,-23.875,-23.875,-0.203125,False,False,True,True
uSOnS,teaching,a4a3,e3e2,e8d8,7,-25.546875,-12.73974609375,-22.421875,-12.80712890625,False,False,False,False
gY8HY,teaching,f4f3,g6g5,g6h7,7,-29.46875,-20.94921875,-22.6953125,-8.51953125,False,False,False,False
0qHfo,teaching,b4b5,a7a8q,a7a8,3,-22.689002990722656,-21.84375,-30.828125,-0.8452529907226562,False,True,True,False
LFQho,teaching,a7a4,a7a8q,a7a8,7,-28.390625,-20.421875,-28.171875,-7.96875,False,False,False,False
qEHyk,teaching,a1c1,f3f4,e7e8,6,-18.16937255859375,-8.21875,-23.978515625,-9.95062255859375,False,False,False,False
QfjW9,teaching,f4e5,c6c7,c6c7,5,-22.8984375,-16.9140625,-16.9140625,-5.984375,False,False,True,True
PNSQk,teaching,f8h7,f8g6,g4g5,2,-19.91796875,-19.73572540283203,-25.796875,-0.18224334716796875,False,True,True,False
3Y23P,teaching,f7f5,d6c7,d6c6,7,-30.40625,-16.33984375,-19.890625,-14.06640625,False,False,False,False
PdqBL,teaching,e7e6,a6a5,e7e6,1,-12.80859375,-12.80859375,-21.7099609375,0.0,True,True,True,False
3Z3ab,teaching,c1c7,f3f8,c1e1,2,-16.12890625,-13.515625,-34.4140625,-2.61328125,False,True,True,False
nU0Rx,teaching,b2b4,e3e6,e3g5,5,-20.54296875,-16.54296875,-22.28515625,-4.0,False,False,True,False
SNEgV,teaching,g8h7,a4a3,g8h8,2,-15.8984375,-14.3974609375,-26.09375,-1.5009765625,False,True,True,False
QweDL,teaching,e3f4,a5a6,e3d4,4,-17.314453125,-13.59765625,-20.529296875,-3.716796875,False,False,True,False
r3V4r,teaching,d3e3,d4d5,d4d5,5,-20.4921875,-14.84521484375,-14.84521484375,-5.64697265625,False,False,True,True
mej8x,teaching,f8e8,c2c3,c2c3,3,-24.490234375,-13.2412109375,-13.2412109375,-11.2490234375,False,True,True,True
HpXMS,teaching,c4d4,e3e2,c4d4,1,-17.625,-17.625,-19.265625,0.0,True,True,True,False
n2qbI,teaching,a8c8,d7d6,d7d6,6,-19.671875,-8.57421875,-8.57421875,-11.09765625,False,False,False,True
mxx8B,teaching,f4g4,f4f3,f4e4,3,-28.40625,-24.140625,-30.046875,-4.265625,False,True,True,False
PegvE,teaching,f5e4,f5e4,f5e6,2,-25.4296875,-24.5546875,-25.4296875,-0.875,False,True,True,False
6UxiQ,teaching,b3a2,a1c3,a1c3,2,-24.62890625,-19.984375,-19.984375,-4.64453125,False,True,True,True
P3y0d,teaching,g5g4,c5c4,d4d3,3,-22.7734375,-16.3828125,-20.703125,-6.390625,False,True,True,False
rcpNA,teaching,f3f4,b1c3,b1c3,7,-25.1328125,-12.12109375,-12.12109375,-13.01171875,False,False,False,True
ZezjX,teaching,a1g1,a1a8,g3h3,2,-25.961181640625,-21.310546875,-30.09375,-4.650634765625,False,True,True,False
c87ma,teaching,c8c3,c8c3,c8e8,5,-16.8046875,-13.1953125,-16.8046875,-3.609375,False,False,True,False
sHnnl,teaching,d3e3,d4d5,d4d5,3,-20.171875,-15.49072265625,-15.49072265625,-4.68115234375,False,True,True,True
H3SAv,teaching,f4f5,f4f5,g6e6,6,-24.765411376953125,-20.7578125,-24.765411376953125,-4.007598876953125,False,False,False,False
jBbUz,teaching,g3g4,f4f5,b1c2,5,-22.034896850585938,-15.6640625,-25.88946533203125,-6.3708343505859375,False,False,True,False
KJ6xQ,teaching,e4e5,e4e5,e4e5,1,-13.15655517578125,-13.15655517578125,-13.15655517578125,0.0,True,True,True,True
nLvyu,teaching,c4d5,e2c4,e2f3,4,-18.060546875,-12.2265625,-15.203125,-5.833984375,False,False,True,False
eJT8K,teaching,f3g4,f3e4,f3e4,4,-26.2998046875,-22.130859375,-22.130859375,-4.1689453125,False,False,True,True
vXngG,teaching,a5a4,a5a4,e6e7,2,-19.203125,-12.671875,-19.203125,-6.53125,False,True,True,False
gvA77,teaching,f7f4,f6f3,f7e8,5,-33.875,-27.046875,-35.6484375,-6.828125,False,False,True,False
Dm5hy,teaching,d3c3,d4d5,d4d5,2,-15.7421875,-14.4287109375,-14.4287109375,-1.3134765625,False,True,True,True
4VyFC,teaching,c1c8,f5f6,c1c8,1,-20.109375,-20.109375,-26.517333984375,0.0,True,True,True,False
yGzHN,teaching,e2c3,e2c3,e2d4,3,-18.26171875,-14.3671875,-18.26171875,-3.89453125,False,True,True,False
rKgYv,teaching,h5g4,h5h6,a4a5,5,-22.61328125,-19.90472412109375,-21.8680419921875,-2.70855712890625,False,False,True,False
8bo4k,teaching,b8e8,f7f2,b8e8,1,-16.3896484375,-16.3896484375,-38.34375,0.0,True,True,True,False
hQF8r,teaching,g6h5,c6e6,c6e6,2,-22.2578125,-19.3359375,-19.3359375,-2.921875,False,True,True,True
sV2a4,teaching,c4c3,c4c5,c4c5,2,-20.328125,-18.015625,-18.015625,-2.3125,False,True,True,True
NHJ7m,teaching,f8c8,c2c1,c2c1,5,-22.2421875,-15.20703125,-15.20703125,-7.03515625,False,False,True,True
tXSzK,teaching,g2g3,f5g7,g2g3,1,-17.8623046875,-17.8623046875,-33.8125,0.0,True,True,True,False
XWMn8,teaching,f1b5,f1e2,e3d4,5,-25.48046875,-14.220703125,-29.3125,-11.259765625,False,False,True,False
E5n3V,teaching,d3c2,d3d4,d3d4,4,-19.3125,-15.912109375,-15.912109375,-3.400390625,False,False,True,True
Pt8Wh,teaching,c5c1,g6g7,g1f1,7,-25.3125,-20.3125,-21.42333984375,-5.0,False,False,False,False
tlhqi,teaching,d5c4,f1f3,d5c5,4,-16.6875,-14.306640625,-24.578125,-2.380859375,False,False,True,False
EZ8V0,teaching,a6b5,a2a4,e3e4,6,-24.828125,-9.57275390625,-24.46875,-15.25537109375,False,False,False,False
9tJ4L,teaching,e5f4,f7f4,e5d5,5,-19.2421875,-15.73828125,-35.09375,-3.50390625,False,False,True,False
977KP,teaching,d4d3,d4d5,d1d3,3,-17.265625,-14.265625,-14.63720703125,-3.0,False,True,True,False
GBlM4,teaching,e8e6,e8e6,e8d8,3,-12.47265625,-10.897216796875,-12.47265625,-1.575439453125,False,True,True,False
MZpEw,teaching,b5c6,b5b1,g8h8,5,-22.1328125,-14.8671875,-31.2109375,-7.265625,False,False,True,False
MndOq,teaching,b4a4,a3a2,a3a2,6,-22.78125,-19.6015625,-19.6015625,-3.1796875,False,False,False,True
5TtQ6,teaching,c3e2,d4c4,d4c4,7,-25.25,-16.625,-16.625,-8.625,False,False,False,True
cV9av,teaching,b6b5,g4g5,c6c5,4,-26.185546875,-17.587890625,-20.384979248046875,-8.59765625,False,False,True,False
Jiupk,teaching,d4d3,f3f2,d4d3,1,-14.46875,-14.46875,-27.4609375,0.0,True,True,True,False
HNkVI,teaching,f8e6,f7h6,e5e6,4,-24.046875,-13.072265625,-25.791259765625,-10.974609375,False,False,True,False
ujuMU,teaching,e6h3,e5d4,e5d4,7,-27.28125,-17.4140625,-17.4140625,-9.8671875,False,False,False,True
hH9UZ,teaching,e2e3,e2e8,e2e3,1,-6.232421875,-6.232421875,-15.513671875,0.0,True,True,True,False
OeJ01,teaching,c2c3,c2c3,c2c3,1,-12.398681640625,-12.398681640625,-12.398681640625,0.0,True,True,True,True
ZLmLu,teaching,g4d7,d8d7,d8d7,7,-25.875,-9.03271484375,-9.03271484375,-16.84228515625,False,False,False,True
c6EK4,teaching,c1a1,c1c8,c1a1,1,-16.2880859375,-16.2880859375,-21.8046875,0.0,True,True,True,False
v3BkQ,teaching,d4d5,f4f5,e4e5,2,-15.3935546875,-14.9727783203125,-25.701568603515625,-0.4207763671875,False,True,True,False
M3sHr,teaching,d5d3,d5d6,d5d6,2,-23.30078125,-17.55859375,-17.55859375,-5.7421875,False,True,True,True
NBRpY,teaching,d5e4,,e1f1,2,-18.4921875,-10.77734375,,-7.71484375,False,True,True,False
khTtu,teaching,c4a3,c4c5,c4c5,3,-19.375,-17.78125,-17.78125,-1.59375,False,True,True,True
ypK1p,teaching,a8a1,d4d1,g8h8,6,-20.234375,-10.58203125,-25.46875,-9.65234375,False,False,False,False
7F1Ki,teaching,e8e7,e8e1,e8e1,2,-12.359375,-11.859375,-11.859375,-0.5,False,True,True,True
RgCGm,teaching,g5g6,g5g6,g5g6,1,-20.6044921875,-20.6044921875,-20.6044921875,0.0,True,True,True,True
7MVnh,teaching,c1c3,b2b3,c1c3,1,-16.39453125,-16.39453125,-21.109375,0.0,True,True,True,False
yjsCd,teaching,h3g3,g4g3,h3g3,1,-27.1953125,-27.1953125,-29.7421875,0.0,True,True,True,False
1Sv76,teaching,f6f8,c7c8,c7c8,2,-36.2734375,-9.75,-9.75,-26.5234375,False,True,True,True
2Igqe,teaching,a5b4,d5d4,d5d4,4,-23.17578125,-15.0205078125,-15.0205078125,-8.1552734375,False,False,True,True
HYCOc,teaching,c5c4,d5d4,e6e5,4,-17.09375,-12.98046875,-14.7626953125,-4.11328125,False,False,True,False
pgjec,teaching,g7g6,b7b5,g7g6,1,-17.1754150390625,-17.1754150390625,-19.8046875,0.0,True,True,True,False
6AH2V,teaching,a1e1,e3e8,e3g5,7,-25.00037956237793,-16.2890625,-23.9296875,-8.71131706237793,False,False,False,False
5X5ot,teaching,a6b6,a5a6,a5a6,3,-24.14404296875,-20.0,-20.0,-4.14404296875,False,True,True,True
oX4Em,teaching,f3g3,h6h7,h5h6,5,-28.2109375,-22.9910888671875,-30.4765625,-5.2198486328125,False,False,True,False
Nejpc,teaching,a8g2,a1b1,a8e8,7,-25.015625,-13.318817138671875,-21.002349853515625,-11.696807861328125,False,False,False,False
UXgoT,teaching,g6f6,g6g2,h8g8,4,-22.96484375,-15.6448974609375,-32.8046875,-7.3199462890625,False,False,True,False
2kArn,teaching,f2f3,b4b5,f2f3,1,-21.1484375,-21.1484375,-22.720504760742188,0.0,True,True,True,False
Vyltw,teaching,e6f5,b4b1,e6e5,5,-22.171875,-17.00390625,-28.953125,-5.16796875,False,False,True,False
OtykF,teaching,h6f6,h4h3,h6c6,4,-28.1953125,-25.1015625,-30.828125,-3.09375,False,False,True,False
ijBPV,teaching,d7a4,d7d8,d7d8,7,-22.0390625,-10.2421875,-10.2421875,-11.796875,False,False,False,True
oxfFI,teaching,g4g5,b7b8,b8e8,4,-19.992816925048828,-16.8388671875,-18.609375,-3.153949737548828,False,False,True,False
simc6,teaching,c3d2,g7h6,g7h6,2,-20.84375,-17.82568359375,-17.82568359375,-3.01806640625,False,True,True,True
oAcTW,teaching,f6f7,f4f7,f6d6,6,-32.625,-26.4375,-37.3203125,-6.1875,False,False,False,False
bXQ4S,teaching,e5e6,f4f5,e4d5,2,-14.9765625,-14.66796875,-24.69873046875,-0.30859375,False,True,True,False
3C91k,teaching,a2a4,f5f3,a2a4,1,-22.265625,-22.265625,-31.98046875,0.0,True,True,True,False
Zu7xw,teaching,f4f3,a2a1q,g8h8,6,-28.4375,-9.55712890625,-31.34375,-18.88037109375,False,False,False,False
SNOtd,teaching,f3e4,e5e4,e7e8,7,-21.48828125,-5.58203125,-14.640625,-15.90625,False,False,False,False
ZZfl0,teaching,f2g2,f2f1q,g7g5,7,-32.28125,-20.5,-30.359375,-11.78125,False,False,False,False
FwgrC,teaching,b4b3,c4c3,c4e4,4,-21.10546875,-17.6640625,-18.453125,-3.44140625,False,False,True,False
cFyan,teaching,c2c5,c2c3,c2c3,2,-19.9375,-14.51171875,-14.51171875,-5.42578125,False,True,True,True
WkWg7,teaching,c7f7,a5a6,c7c8,4,-20.46875,-11.765625,-21.1337890625,-8.703125,False,False,True,False
PeP5L,teaching,e8d7,c5c4,e8f8,2,-16.5390625,-14.3427734375,-18.3515625,-2.1962890625,False,True,True,False
2Cl3z,teaching,c5c4,d5d4,c7c6,6,-18.53515625,-8.4052734375,-15.121826171875,-10.1298828125,False,False,False,False
ONtMr,teaching,d4f6,d4d3,d4d3,4,-25.140625,-18.515625,-18.515625,-6.625,False,False,True,True
PB5dV,teaching,h6g6,h7h8q,h7h8q,3,-22.30859375,-17.4140625,-17.4140625,-4.89453125,False,True,True,True
6Gpig,teaching,c4c5,d4d5,d4d5,5,-18.375,-14.885498046875,-14.885498046875,-3.489501953125,False,False,True,True
Ap4wd,teaching,a3e3,a3a1,e8d8,3,-23.671875,-14.2921142578125,-27.484375,-9.3797607421875,False,True,True,False
OHptG,teaching,g3g2,g1g5,g1f1,7,-31.765625,-17.375,-25.515625,-14.390625,False,False,False,False
xQd1m,teaching,c4c5,b6b7,c4c5,1,-18.84375,-18.84375,-24.109375,0.0,True,True,True,False
3JB7j,teaching,d2d1q,d2d1q,c1b1,3,-22.4453125,-15.953125,-22.4453125,-6.4921875,False,True,True,False
UfPl5,teaching,f3f4,e3e4,e3e4,7,-25.5078125,-7.7021331787109375,-7.7021331787109375,-17.805679321289062,False,False,False,True
FaVQH,teaching,c6c5,g5g7,c6c5,1,-18.3427734375,-18.3427734375,-29.06640625,0.0,True,True,True,False
MAncS,teaching,f2f5,d4d6,h1g1,6,-26.0,-18.034591674804688,-20.40625,-7.9654083251953125,False,False,False,False
6b1AF,teaching,e3e2,b4b3,e3e4,3,-17.046875,-8.797752380371094,-22.5625,-8.249122619628906,False,True,True,False
ziJzK,teaching,d8d5,d4d1,d8c8,4,-16.1953125,-14.8359375,-25.3828125,-1.359375,False,False,True,False
